new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
Yemen refuges could be could be,235.0,3.0,2.667,1.333,1.0,2.0,1.0,235.0,2.333,3.333,1.667,1.0,2.0,1.0
guessing they if they if they remain if they,240.0,3.0,2.667,1.333,1.0,2.0,1.0,240.0,2.333,3.333,1.667,1.0,2.0,1.0
remain in Yemen they should do military they should do,245.0,3.0,2.667,1.333,1.0,2.0,1.0,245.0,2.333,3.0,1.667,1.0,2.0,1.0
military service in their in their country,250.0,3.0,2.667,1.333,1.0,2.0,1.0,250.0,2.333,3.0,1.667,1.0,2.0,1.0
store daesh and it doesn't appreciate it doesn't oppress,255.0,3.0,2.667,1.0,1.0,1.667,1.0,255.0,2.333,3.0,1.667,1.0,2.0,1.0
do young young people and women still,260.0,2.667,2.667,1.0,1.0,1.667,1.0,260.0,2.333,3.0,1.667,1.0,2.0,1.0
is their priority they have some priority for that,265.0,2.667,2.667,1.0,1.0,1.667,1.0,265.0,2.333,3.0,1.667,1.0,2.0,1.0
you should,270.0,2.667,2.667,1.0,1.0,1.667,1.0,270.0,2.667,3.667,2.0,1.0,1.667,1.0
he's escaped from their country because of the military service,275.0,3.0,2.667,1.0,1.0,2.0,1.0,275.0,2.667,3.333,1.667,1.0,1.667,1.0
and it also means that they just escaped,280.0,3.0,2.667,1.0,1.0,2.0,1.0,280.0,2.333,3.0,1.667,1.0,1.667,1.0
from their own country abandoning their families and that's because they're the only strong people who,285.0,3.0,2.667,1.0,1.0,2.0,1.0,285.0,1.667,3.0,1.667,1.0,1.667,1.0
can was able to run away from their own country and,290.0,3.0,3.0,1.0,1.0,1.667,1.0,290.0,1.667,3.0,1.667,1.0,1.667,1.0
they came to Korea,295.0,3.0,3.0,1.0,1.0,2.0,1.0,295.0,1.667,3.0,1.667,1.0,1.667,1.0
with Brokers and they were using SMS and,300.0,3.0,3.333,1.333,1.0,1.667,1.0,300.0,2.0,3.0,1.667,1.0,1.667,1.0
I don't think that the less,305.0,3.0,3.0,1.333,1.0,1.333,1.0,305.0,3.0,2.667,1.333,1.0,2.0,1.0
typical typical Refugee like using SMS and Facebook,310.0,2.333,3.0,1.333,1.0,1.333,1.0,310.0,3.0,2.333,1.333,1.0,2.0,1.0
and I think it's one culture,315.0,3.0,3.0,1.333,1.0,1.333,1.0,315.0,2.667,2.333,1.333,1.0,2.0,1.0
is not really compatible with Korean culture and they,320.0,3.0,3.0,1.333,1.0,1.333,1.0,320.0,3.0,2.333,1.0,1.0,2.333,1.0
some time to pray during the day and they don't really,325.0,2.333,3.0,1.333,1.0,1.333,1.0,325.0,3.0,2.333,1.0,1.0,2.333,1.0
they there are language problems and,330.0,3.0,2.667,1.333,1.0,1.333,1.0,330.0,3.333,2.333,1.0,1.0,2.333,1.0
they only eat certain food and I think they are more,335.0,3.0,3.0,1.333,1.0,1.333,1.0,335.0,3.0,2.333,1.0,1.0,2.333,1.0
they more fit to other Islamic countries but instead of going,340.0,2.333,3.0,1.333,1.0,1.333,1.0,340.0,2.333,2.333,1.0,1.0,2.0,1.0
other is one country they came to Korea and I think,345.0,3.0,3.0,1.333,1.0,1.333,1.0,345.0,2.667,2.333,1.0,1.0,2.0,1.0
I don't know why I don't know why they team to create instead of going other Islamic country,350.0,2.667,3.0,1.333,1.0,1.333,1.0,350.0,2.667,2.333,1.0,1.0,2.0,1.0
as you said it could be a better decision,355.0,2.667,3.0,1.333,1.0,1.333,1.0,355.0,3.0,2.333,1.0,1.0,2.0,1.0
to Dom to go to the other Islamic country is in that Andrea but,360.0,2.333,3.0,1.333,1.0,1.333,1.0,360.0,3.0,2.667,1.0,1.0,2.667,1.0
as you know is no also Diet also that,365.0,2.333,3.0,1.333,1.0,1.333,1.0,365.0,3.0,2.333,1.0,1.0,2.667,1.0
this country is suffered stuffer for,370.0,2.333,3.0,1.333,1.0,1.333,1.0,370.0,3.0,2.333,1.333,1.0,2.333,1.0
the word or situation and also,375.0,2.333,3.0,1.333,1.0,1.333,1.0,375.0,3.0,2.333,1.333,1.0,2.333,1.0
as you know is hard to come to Korea because,380.0,2.333,3.0,1.333,1.0,1.333,1.0,380.0,3.0,2.333,1.333,1.0,2.333,1.0
it's so far from Yemen but it's so far from Yemen so,385.0,2.333,3.0,1.333,1.0,1.333,1.0,385.0,3.0,2.333,1.333,1.0,2.333,1.0
a lot of people I mean,390.0,3.333,2.667,1.333,1.0,2.0,1.0,390.0,3.0,3.0,1.333,1.0,2.0,1.0
many people cannot come to a career I mean they,395.0,3.667,2.667,1.333,1.0,2.0,1.0,395.0,3.0,3.0,1.333,1.0,2.0,1.0
were the only gave you were the only one to come to Korea in their family and,400.0,3.333,2.667,1.333,1.0,2.0,1.0,400.0,2.667,3.333,1.333,1.0,1.667,1.0
also it is built it is believed that it is believed,405.0,3.667,2.333,1.333,1.0,2.333,1.0,405.0,2.667,3.0,1.333,1.0,1.667,1.0
that bail just looked at Vale Yum,410.0,3.0,2.667,1.333,1.0,2.0,1.0,410.0,2.667,3.0,1.333,1.0,1.667,1.0
Yum Yum music cat has more possibility to,415.0,3.0,2.667,1.333,1.0,2.0,1.0,415.0,2.667,3.0,1.333,1.0,1.667,1.0
take there's up in foreign country and also as use,420.0,3.0,2.667,1.333,1.0,2.0,1.0,420.0,2.667,3.0,1.333,1.0,1.667,1.0
as you start that it'll be hard to hard to,425.0,3.333,3.0,1.333,1.0,1.667,1.0,425.0,2.667,3.0,1.333,1.0,1.667,1.0
be familiar with Korean portrayal as edges that that is,430.0,3.333,2.667,1.333,1.0,2.0,1.0,430.0,2.667,3.0,1.333,1.0,1.667,1.0
is not compatible but it's all saying to Israel saying to the other vendors,435.0,3.333,2.667,1.333,1.0,2.0,1.0,435.0,2.667,3.0,1.333,1.0,1.667,1.0
life from America or friends or whatever other countries because,440.0,3.667,2.333,1.333,1.0,2.333,1.0,440.0,2.667,3.0,1.333,1.0,1.667,1.0
I heard that almost every foreigners cannot speak,445.0,3.333,2.667,1.333,1.0,2.0,1.0,445.0,2.0,3.0,1.333,1.0,1.667,1.0
Korean even they plan to plan to,450.0,3.333,2.667,1.333,1.0,2.0,1.0,450.0,2.667,3.0,1.333,1.0,1.333,1.0
work and make some money in Korea so it's cool thing to the other foreigners not,455.0,3.333,3.333,1.333,1.0,2.333,1.0,455.0,2.667,3.333,1.667,1.0,1.333,1.0
just worried cancer I think,460.0,3.333,3.333,1.333,1.0,2.333,1.0,460.0,2.0,3.333,1.667,1.0,1.333,1.0
although I think we are a single problem,465.0,3.333,3.333,1.333,1.0,2.0,1.0,465.0,2.0,3.333,1.667,1.0,1.333,1.0
relation and we are not mature enough to take Islamic refugees,470.0,3.667,3.333,1.333,1.0,2.0,1.0,470.0,2.667,3.667,1.667,1.0,1.333,1.0
and most of the good work places,475.0,3.333,3.667,1.333,1.0,2.0,1.0,475.0,3.333,3.333,1.333,1.0,1.333,1.0
they will refuse to employ,480.0,3.333,3.333,1.333,1.0,1.667,1.0,480.0,3.333,3.333,1.333,1.0,1.333,1.0
Yemen refugees and they will be exposed to,485.0,3.0,3.333,1.333,1.0,1.667,1.0,485.0,2.667,3.333,1.333,1.0,1.333,1.0
crime in the end like because they cannot earn money from,490.0,3.0,3.0,1.333,1.0,1.667,1.0,490.0,3.333,3.333,1.333,1.0,1.333,1.0
good jobs and I think,495.0,3.667,3.0,1.333,1.0,2.333,1.0,495.0,3.333,3.333,1.333,1.0,1.333,1.0
they are potential some of them are potential terrorists,500.0,3.667,3.0,1.333,1.0,2.0,1.0,500.0,3.333,3.333,1.333,1.0,1.333,1.0
and even though not all of them I know that not all of them are,505.0,3.0,3.0,1.333,1.0,2.0,1.0,505.0,3.333,3.333,1.333,1.0,1.333,1.0
potential terrorists but if there is only one people one person,510.0,3.0,3.0,1.333,1.0,1.667,1.0,510.0,2.333,3.0,1.333,1.0,1.333,1.0
want to wants to commit crime in Korea,515.0,3.667,3.0,1.333,1.0,1.667,1.0,515.0,2.333,3.0,1.333,1.0,1.333,1.0
and that will be a huge problem and at that time,520.0,2.667,3.333,1.333,1.0,2.0,1.0,520.0,3.333,2.667,1.333,1.0,1.667,1.0
I think there is no one who can be responsible for the point so we cannot,525.0,3.333,3.333,1.333,1.0,1.667,1.0,525.0,2.667,2.667,1.333,1.0,1.667,1.0
wait for someone to commit crime and we have to prevent,530.0,2.333,3.333,1.333,1.0,1.333,1.0,530.0,3.333,2.667,1.333,1.0,1.667,1.0
that before finish the debate,535.0,3.0,3.333,1.333,1.0,1.333,1.0,535.0,3.0,2.333,1.333,1.0,2.333,1.0
and we'll start now so it isn't their,5.0,3.0,3.333,2.333,1.333,1.667,1.0,5.0,3.0,3.333,2.333,1.0,2.0,1.0
"third 338,000 Koreans now aged 25",10.0,3.0,3.333,2.333,1.333,1.667,1.0,10.0,3.0,3.0,2.333,1.0,2.0,1.0
to 34 is now unemployed so I think that the,15.0,3.333,3.0,2.333,1.333,1.667,1.0,15.0,3.0,3.0,2.0,1.0,2.0,1.0
increased number of refugees that came to Korea will,20.0,3.333,3.0,2.333,1.667,1.667,1.0,20.0,3.0,3.0,2.0,1.0,2.0,1.0
will affect more the unemployment of Koreans then it is now,25.0,3.0,3.0,2.333,1.667,1.667,1.0,25.0,3.0,3.0,2.0,1.0,2.0,1.0
so it is already hard for Koreans to find jobs but now the refugee,30.0,3.0,3.0,2.333,1.667,1.667,1.0,30.0,2.667,3.0,1.667,1.333,2.0,1.333
will make the employment of work harder,35.0,3.0,3.0,2.333,1.667,1.667,1.0,35.0,2.667,3.0,1.667,1.333,2.0,1.333
but,40.0,3.333,3.333,2.667,1.333,2.0,1.0,40.0,2.667,3.0,1.667,1.333,2.0,1.333
in my opinion,45.0,3.0,3.333,2.667,1.333,2.333,1.0,45.0,2.667,3.0,1.667,1.333,2.333,1.333
Korea has been registered as the UN who accept refugees,50.0,3.0,3.333,2.667,1.333,2.333,1.0,50.0,3.0,2.667,1.667,1.667,1.667,1.667
and there also and I think it's their responsibility,55.0,2.667,3.0,2.0,1.0,2.333,1.0,55.0,2.667,2.667,1.667,1.667,1.667,1.667
to accept refugees and,60.0,2.667,3.0,2.0,1.0,2.333,1.0,60.0,2.667,2.667,1.667,1.667,1.667,1.667
what the I think they,65.0,2.667,3.0,2.0,1.0,2.333,1.0,65.0,2.667,2.667,1.667,1.667,1.667,1.667
can do like rather than work,70.0,2.667,3.0,2.0,1.0,2.333,1.0,70.0,2.667,2.667,1.667,1.667,1.667,1.667
or office jobs they can relax labor employment,75.0,2.667,3.0,2.0,1.0,2.667,1.0,75.0,2.667,2.667,1.667,1.667,1.667,1.667
so,80.0,2.667,3.0,2.0,1.0,2.333,1.0,80.0,2.667,2.667,1.667,1.667,1.667,1.667
yeah so I think yeah so I think it's fine,85.0,2.667,3.0,2.0,1.0,2.333,1.0,85.0,2.667,2.667,1.667,1.667,1.667,1.667
but,90.0,2.667,3.0,2.0,1.0,2.333,1.0,90.0,3.0,2.667,1.667,1.667,1.667,1.667
I,95.0,2.667,3.0,2.0,1.0,2.333,1.0,95.0,3.0,2.667,1.667,1.667,1.667,1.667
think they can reconsider their decision,100.0,2.667,3.0,2.0,1.0,2.333,1.0,100.0,3.333,3.0,2.0,1.333,1.667,1.0
because nowadays because of the war the infinite,105.0,2.667,3.0,2.0,1.0,2.333,1.0,105.0,3.0,3.0,2.333,1.333,1.667,1.0
number of refugees increase like,110.0,3.333,3.0,2.333,1.333,2.333,1.0,110.0,3.0,3.0,2.333,1.333,2.0,1.0
552 that came to Jeju,115.0,2.667,3.0,2.333,1.333,2.333,1.0,115.0,3.0,3.0,2.333,1.333,2.0,1.0
Island for the I saw Asylum so I think the government,120.0,3.333,3.0,2.333,1.333,2.333,1.0,120.0,3.0,3.0,2.333,1.333,2.0,1.0
should reconsider their decision to accept because they have to,125.0,3.333,3.0,2.333,1.333,2.333,1.0,125.0,3.0,3.0,2.333,1.333,2.0,1.0
think about the Korean first I think,130.0,3.333,3.0,2.333,1.333,2.333,1.0,130.0,3.0,3.0,2.333,1.333,2.0,1.0
so that the they can make the country more,135.0,3.333,3.0,2.333,1.333,2.333,1.0,135.0,3.0,3.0,2.333,1.333,2.0,1.0
wow,140.0,2.667,3.0,2.333,1.333,2.333,1.0,140.0,3.0,3.0,2.333,1.333,2.0,1.0
in your area of the table,145.0,2.667,3.0,2.333,1.333,2.333,1.0,145.0,3.0,3.0,2.333,1.333,2.0,1.0
I'm just curious that,150.0,2.667,3.0,2.333,1.333,2.333,1.0,150.0,3.0,3.0,2.333,1.333,2.0,1.0
where do you think the refugee should be taking them,155.0,3.0,3.0,2.333,1.333,2.333,1.0,155.0,2.667,3.0,2.0,1.333,1.667,1.667
well I mean where do you think the remedy should be taken if it's not pretty cool yeah you,160.0,3.0,3.0,2.333,1.333,2.333,1.0,160.0,2.667,3.0,2.0,1.333,1.667,1.667
like you want to just shoot him asleep I don't,165.0,3.0,3.0,2.333,1.333,2.333,1.0,165.0,3.0,3.0,2.667,1.333,1.333,1.667
have any friends but I think I mean they still have,170.0,3.0,3.0,2.333,1.333,2.333,1.0,170.0,3.333,3.333,2.667,1.333,1.333,1.667
heart this children like no you have solution,175.0,3.0,3.0,2.333,1.333,2.333,1.0,175.0,3.0,3.333,2.667,1.333,1.333,1.667
I think their own,180.0,3.0,3.0,2.333,1.333,2.333,1.0,180.0,3.0,3.333,2.667,1.333,1.333,1.667
country so she'll provide the solution like they,185.0,3.333,3.333,2.667,1.333,2.333,1.0,185.0,3.333,3.667,3.0,1.333,1.333,1.667
profile like a shelter for for the,190.0,3.667,3.667,3.0,1.667,2.333,1.0,190.0,3.667,3.667,3.0,1.333,1.333,1.667
citizens like a safe shelter and so that they do,195.0,3.333,3.333,3.0,1.667,2.333,1.0,195.0,3.667,3.667,3.0,1.333,1.333,1.667
not come to order another another country yeah I think that will,200.0,3.333,3.333,3.0,1.667,2.333,1.0,200.0,3.0,3.0,2.333,1.333,1.333,1.0
be I like yourself if there's like you know that,205.0,3.333,3.0,2.667,2.0,2.0,1.333,205.0,3.0,3.0,2.0,1.333,1.333,1.0
countries do it under or I can't imagine what it,210.0,3.333,3.0,2.667,2.0,2.0,1.333,210.0,2.667,2.667,2.0,1.333,1.333,1.0
would be but I recently read that Korea has,215.0,3.0,3.0,2.667,2.0,2.0,1.333,215.0,2.667,2.667,2.0,1.333,1.333,1.0
like their birth rate is getting lower and lower and lower and,220.0,3.0,3.0,2.667,2.0,2.0,1.333,220.0,2.667,2.667,2.0,1.333,1.333,1.0
so like and they there are,225.0,3.333,3.333,2.667,2.0,2.0,1.333,225.0,2.667,3.0,2.0,1.333,1.333,1.0
the number of foreigners living here is also there's a showing,230.0,3.667,3.667,2.667,2.0,2.0,1.333,230.0,3.667,3.667,2.667,1.333,1.333,1.667
of Ingress Ingress right so it's like I think,235.0,3.333,3.333,3.0,1.333,2.0,1.0,235.0,3.333,3.667,2.667,1.333,2.0,1.0
Korea should start accepting that they are should be more exposed,240.0,2.667,3.0,2.333,1.333,2.0,1.0,240.0,3.0,3.333,2.333,1.333,2.0,1.0
to International I mean like other,245.0,3.333,3.0,2.333,1.333,2.0,1.0,245.0,3.333,3.0,2.333,1.333,2.0,1.0
other other,250.0,2.667,3.0,2.333,1.333,2.0,1.0,250.0,3.333,3.333,2.333,1.333,2.0,1.0
people other everyone at this Korean guess like they,255.0,2.667,3.0,2.333,1.333,2.0,1.0,255.0,3.0,3.0,2.333,1.333,2.0,1.0
start interest in Korean and also during which also,260.0,2.667,3.0,2.0,1.333,1.667,1.0,260.0,3.0,3.0,2.333,1.333,2.0,1.0
curious one of the their destination,265.0,2.667,3.0,2.0,1.333,1.667,1.0,265.0,3.0,3.0,2.333,1.333,2.0,1.0
for Refugee and that and also because of this issue,270.0,2.667,3.0,2.0,1.333,1.667,1.0,270.0,3.0,3.0,2.333,1.333,2.0,1.0
actually like the the other parts of the world like the other countries see Korea is like resist,275.0,2.667,3.0,2.0,1.333,1.667,1.0,275.0,3.0,3.0,2.333,1.333,2.0,1.0
or semicolon come here yeah so yeah I mean,280.0,2.667,3.0,2.0,1.333,1.667,1.0,280.0,3.0,3.0,2.333,1.333,2.0,1.0
it's not good for Korea I'm like that,285.0,2.667,3.0,2.0,1.333,1.667,1.0,285.0,3.0,3.0,2.333,1.333,2.0,1.0
International outside of their country,290.0,2.667,3.0,2.0,1.333,1.667,1.0,290.0,3.0,3.0,2.333,1.333,2.0,1.0
like you say that there are already many foreigners,295.0,2.667,3.0,2.0,1.333,1.667,1.0,295.0,3.333,3.0,2.333,1.333,2.0,1.0
that the already live here in Korea it's still a little but it increased,300.0,2.667,3.0,2.0,1.333,1.667,1.0,300.0,3.333,3.0,2.333,1.333,2.0,1.0
little by little hey and now it with the number of refugees,305.0,2.667,3.0,2.333,1.333,1.667,1.0,305.0,3.333,2.667,2.333,2.0,1.667,1.667
I think they're already a lot of foreigners and Koreans I think it's normal,310.0,2.667,3.0,2.333,1.333,1.667,1.0,310.0,3.0,3.0,2.333,2.0,1.667,1.667
for for the people to protect their culture so that they don't mix with,315.0,3.0,3.0,2.333,1.333,1.667,1.0,315.0,3.0,3.0,2.333,2.0,1.667,1.667
another Foreigner culture,320.0,3.0,3.0,2.333,1.333,1.667,1.0,320.0,3.0,3.0,2.333,2.0,1.667,1.667
right so you don't want to,325.0,3.0,3.0,2.333,1.333,1.667,1.0,325.0,3.333,3.333,2.333,1.333,1.333,1.667
it is normal for two people to like protect first to protect your culture and then also,330.0,3.0,3.0,2.667,1.667,1.667,1.0,330.0,3.0,3.0,2.333,1.333,1.333,1.667
I think they argue also about the safety,335.0,3.0,3.0,2.333,1.667,1.667,1.0,335.0,3.0,3.0,2.333,1.333,1.333,1.667
of the Korean citizens like there's a killing,340.0,3.0,3.0,2.333,1.667,1.667,1.0,340.0,3.0,3.0,2.333,1.333,1.333,1.667
or right only Korean woman speaking of safety,345.0,3.0,3.0,2.333,1.667,1.667,1.0,345.0,3.333,3.0,2.333,1.333,1.333,1.667
it doesn't it doesn't guarantee that if this country only consists of,350.0,3.0,3.0,2.333,1.667,1.667,1.0,350.0,3.0,2.667,2.0,1.667,1.667,2.0
real all these Koreans it very the safety,355.0,3.333,3.0,2.333,1.667,1.667,1.0,355.0,3.0,3.0,2.333,1.667,1.667,2.0
because as you know there's a there are some cases like,360.0,2.667,3.0,2.333,1.667,1.667,1.0,360.0,3.0,3.0,2.333,1.667,1.667,2.0
women being raped at Night by a little like the case in the how,365.0,3.667,3.667,3.0,1.667,1.667,1.0,365.0,4.0,4.0,3.0,1.333,1.333,1.0
I think I heard the news about the and like people a woman being killed in real number is some,370.0,3.667,3.667,2.667,1.667,1.667,1.0,370.0,4.0,4.0,3.333,1.333,1.333,1.0
some man and then also the reason issue,375.0,2.667,3.0,2.333,1.667,1.667,1.0,375.0,3.667,3.333,3.0,1.0,1.333,1.0
about the you know the spy cam in the exact way so it doesn't,380.0,2.667,3.0,2.333,1.667,1.667,1.0,380.0,3.0,3.333,2.333,1.0,1.667,1.0
even if it doesn't guarantee that this the,385.0,3.0,3.0,2.333,1.667,2.0,1.667,385.0,2.667,2.667,2.0,1.0,1.667,1.667
Koreans also I mean just even just if there's only the screen and then,390.0,3.0,3.0,2.333,1.667,2.0,1.667,390.0,2.667,2.667,2.0,1.0,1.333,1.667
doesn't guarantee safety so I think it's you can just,395.0,2.667,3.0,2.333,1.667,2.0,1.667,395.0,2.667,2.333,2.0,1.0,1.333,1.667
have a stereotypical Prejudice of Outsiders to to like they're going to,400.0,3.333,3.333,2.667,1.667,2.333,1.667,400.0,2.667,2.333,2.667,1.667,1.333,2.0
be like a terrorist or or like being terrorists or criminals I think we yeah I don't think it's,405.0,3.0,3.0,2.667,1.667,2.333,1.667,405.0,2.667,2.667,2.667,1.667,1.333,2.0
right to just judge someone just because we different,410.0,2.667,3.333,2.667,1.667,2.333,1.667,410.0,3.0,3.0,3.0,1.667,1.333,2.0
just because we have for dinner yeah so,415.0,3.333,3.333,2.667,1.667,2.333,1.667,415.0,2.667,2.333,2.667,1.667,1.333,2.0
but you,420.0,2.667,3.333,3.0,1.667,2.333,1.667,420.0,3.0,3.0,3.0,1.667,1.333,2.0
well I think the one that you should consider is the,425.0,2.667,3.0,2.667,1.667,2.333,1.667,425.0,3.0,3.0,2.667,1.667,1.333,2.0
again the entry increased number of the refugee the 552,430.0,3.0,3.333,2.333,1.667,2.333,1.667,430.0,2.667,3.0,2.667,1.667,1.333,2.0
the keep increasing until now and also I think it will,435.0,2.667,3.0,2.333,1.667,2.333,1.667,435.0,2.667,3.0,2.667,1.667,1.333,2.0
be more game in the next year 2020,440.0,2.667,3.0,2.333,1.667,2.333,1.667,440.0,2.667,2.667,2.667,1.667,1.333,2.0
it's not the 500 people it's not always like,445.0,3.333,3.0,2.333,1.667,2.333,1.667,445.0,3.667,3.667,2.667,1.667,1.333,2.0
they're ready to do the to pick job site,450.0,3.333,3.0,2.333,1.667,2.333,1.667,450.0,3.333,3.667,2.667,1.667,1.333,2.0
there are so white women and children right so I think that,455.0,3.333,3.0,2.333,1.667,2.333,1.667,455.0,3.333,3.333,2.667,1.667,1.333,2.0
that population will we will be,460.0,3.333,3.0,2.333,1.667,2.333,1.667,460.0,3.333,3.333,2.667,1.667,1.333,1.667
like influence to be,465.0,3.333,3.0,2.333,1.667,2.333,1.667,465.0,3.333,3.333,2.667,1.667,1.333,1.667
the feel like the looking,470.0,2.667,3.0,2.333,1.667,2.333,1.667,470.0,3.333,3.667,2.667,1.667,1.333,1.667
so fly you know like like this government you'll provide the you know you're at they,475.0,3.333,3.0,2.333,1.667,2.333,1.667,475.0,3.333,3.667,2.667,1.333,1.667,1.667
apply and subside a I think,480.0,3.333,3.0,2.0,1.333,2.0,1.333,480.0,3.333,3.0,2.333,1.0,1.333,1.0
the inverse number will will significantly,485.0,3.333,3.0,2.0,1.333,2.0,1.333,485.0,3.667,3.667,2.667,1.0,1.333,1.0
significantly like butter the performer just apply,490.0,3.0,3.0,2.0,1.333,2.0,1.333,490.0,2.667,3.333,2.333,1.0,1.333,1.0
it are you,495.0,3.0,3.0,2.0,1.333,2.0,1.333,495.0,2.667,3.333,2.333,1.0,1.333,1.0
read that in one of the Articles here that the Korea actually,500.0,3.0,3.0,2.0,1.333,2.0,1.333,500.0,2.667,3.0,2.333,1.0,1.333,1.0
provide prevent like a settlement program for a North Korean defectors,505.0,3.0,3.0,2.0,1.333,2.0,1.333,505.0,2.667,3.0,2.333,1.0,1.333,1.0
that coming to accept escaping from North Korea to South Korea but why can't,510.0,3.0,3.0,2.0,1.333,2.0,1.333,510.0,2.667,3.0,2.333,1.0,1.333,1.0
they do the same for for refugees be just because they look me from,515.0,3.0,3.0,2.0,1.333,2.0,1.333,515.0,2.667,3.0,2.333,1.0,1.333,1.0
I really I read that whatever yeah it's,520.0,3.0,3.0,2.0,1.333,2.0,1.333,520.0,2.667,3.0,2.333,1.0,1.333,1.0
fine why so because,525.0,3.0,3.0,2.0,1.333,2.0,1.333,525.0,2.667,3.0,2.333,1.0,1.333,1.0
like they also deal to provide some settlement like how to do,530.0,3.0,3.0,2.0,1.333,2.0,1.333,530.0,2.667,3.0,2.333,1.0,1.333,1.0
North Korean defectors like to how to settle in Korea,535.0,3.0,3.0,2.0,1.333,2.0,1.333,535.0,2.667,3.0,2.333,1.0,1.333,1.0
and like like they're putting deafening living in Korea and,540.0,3.0,3.0,2.0,1.333,2.0,1.333,540.0,2.667,3.0,2.333,1.0,1.333,1.0
I wonder why can they just I mean they they know how to end they they have,545.0,3.0,3.0,2.0,1.333,2.0,1.333,545.0,2.667,3.0,2.333,1.0,1.333,1.0
they may I have the money for it but why can't they do the same for your,550.0,3.0,3.0,2.0,1.333,2.0,1.333,550.0,2.667,3.0,2.333,1.0,1.333,1.0
okay the first are maybe you cannot understand,5.0,3.333,4.0,2.333,1.0,1.333,1.0,5.0,3.667,3.333,2.0,1.0,1.667,1.0
my sentence or statement because and maybe it myself,10.0,3.333,3.667,2.333,1.0,1.333,1.0,10.0,3.667,3.333,2.0,1.0,1.667,1.0
