new_words,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,delta2,lowAlpha2,highAlpha2,lowBeta2,highBeta2,lowGamma2,middleGamma2,theta2,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
and I think we should recognize the like,-1.23,-1.235,-1.26,-1.253,0.384,-0.039,-0.863,-0.25,-1.51,-1.528,-1.456,-1.314,-0.733,-0.791,-2.771,-1.848,3,3,1,1,1,1,3,3,1,1,1,1
I really strongly recommend would think that those,-0.525,-0.93,-0.835,-0.585,1.085,0.98,-0.369,-0.21,-1.358,-0.679,-1.492,-1.229,-0.516,-0.92,-0.589,-1.65,3,3,2,1,1,1,3,3,2,1,2,1
around other than just appeal to them briefly for just for political sake first,-1.432,-0.832,-1.199,-1.293,0.613,0.245,-1.256,-0.536,-1.701,-1.118,-1.448,-1.363,-0.465,-0.85,-1.225,-1.399,3,3,2,1,1,1,4,3,2,1,2,1
you look at the statistics the majority of the people who are against the Emmys,-1.432,-0.646,-1.347,-1.186,0.145,-0.571,-2.403,-1.249,-1.57,-1.404,-1.461,-1.164,-0.561,-0.553,-2.028,-1.827,3,3,1,1,1,1,3,3,2,1,1,1
the meaning of refugee is that they have some problems in their country they,-1.415,-0.409,-1.401,-1.281,0.37,-0.309,-1.319,-1.287,-1.484,-1.524,-1.443,-1.376,-0.547,-0.975,-0.861,-1.7,4,3,2,2,2,1,2,3,2,1,1,1
that there was a Facebook group consisted of like 150 Yemen,-1.255,-0.524,-1.107,-1.159,0.994,0.25,2.114,-1.077,-0.748,-0.851,-1.345,-1.284,1.007,-0.003,-1.516,-1.369,3,4,1,1,1,1,3,3,1,1,2,1
with the idea of a lot of other cultures coming in especially as you've mentioned and regeneration but if there,-1.382,-1.286,-1.338,-1.25,-0.013,-0.077,-2.737,-1.947,-1.071,-1.22,-1.275,-1.199,0.734,0.663,0.417,-0.985,3,3,2,1,1,1,3,3,2,1,2,1
any government that's that's involved in some kind of,-0.961,-1.275,-1.214,-1.244,0.977,0.624,0.459,-1.621,-0.81,-1.265,-1.312,-1.115,0.151,-0.149,-0.86,-1.72,2,3,1,1,1,1,4,3,1,1,1,1
money on them when we should be focusing on other important issues that are more relevant to,-1.213,-1.045,-1.265,-1.26,0.116,-0.506,-0.734,-1.316,-1.309,-1.373,-1.383,-1.341,-0.408,-0.982,-2.505,-1.896,3,3,1,1,1,1,2,3,1,1,1,1
system is not suitable ooh for receiving the profusion I don't,-1.493,-0.878,-1.19,-1.107,0.669,-0.209,-1.107,-1.413,2.405,0.404,5.286,2.444,9.612,10.245,-0.125,0.587,4,3,1,1,3,1,3,2,1,1,2,1
here I partly agree with your idea and it's,-1.259,-1.252,-1.36,-1.145,-0.098,-0.669,-0.144,-1.462,-0.135,0.338,-0.371,-0.834,2.296,1.269,0.519,0.847,3,3,1,1,2,1,2,3,1,1,1,1
and early the people amount of people of them is really low like 0.02 percent so it will not affect,-0.844,-1.321,-1.403,-1.071,-0.494,-0.716,-2.569,-1.856,-1.274,-0.944,-1.478,-1.349,-0.75,-1.082,-0.666,-1.245,2,3,1,1,2,1,3,3,1,1,2,1
I agree and like youth problems their unemployment they're big but the current issue,-1.537,-1.415,-1.485,-1.287,-1.077,-1.248,-1.93,-1.722,-1.387,-1.363,-1.35,-1.22,-0.263,-0.728,-1.753,-1.019,3,3,1,1,1,1,3,3,1,1,1,1
we repeat the point that there was a sudden increase of from 41,0.241,-0.578,1.411,-0.712,-0.554,-0.088,1.282,0.718,-1.363,-1.645,-1.495,-1.204,-0.854,-1.197,-1.148,-1.924,2,3,1,1,1,1,3,3,1,1,2,1
some aren't some are getting a good education but some are we the education at have,0.439,1.938,-0.187,-0.677,8.559,6.232,1.137,0.366,-1.242,-1.376,-1.087,-1.159,-0.148,0.368,-1.841,-1.418,2,3,2,1,2,1,3,3,2,1,2,1
because right now the Yemen refugees are only about 500 and it's not,-1.337,-0.232,-1.088,-0.853,0.683,0.352,-0.237,0.225,-1.207,-1.111,-1.209,-1.088,0.741,-0.157,1.821,-1.404,2,3,1,2,2,1,3,3,1,1,1,1
begin to not generalize the certain people,-1.616,-1.267,-1.602,-1.385,-0.865,-1.118,-2.755,-2.004,-1.228,-0.881,-1.319,-1.181,-0.338,-0.452,0.201,-0.694,3,2,2,2,2,1,3,3,1,1,3,1
aware of this issue and since back in 1994 over,0.808,0.988,1.631,1.238,-0.309,0.273,-0.021,2.309,-1.503,-1.487,-1.476,-1.259,-0.845,-0.756,-2.848,-1.753,3,3,1,1,1,1,3,3,1,1,2,1
North Korea is not luck now the homogeneous flow Theory anymore Priyanka I have had receiving,-1.29,-1.328,-1.195,-1.14,0.454,0.08,-0.726,-1.312,-0.612,1.027,-0.442,-0.521,0.857,1.489,1.667,-0.269,3,2,1,1,2,1,3,3,1,2,2,1
and it's it's rather an obligation that they stayed here,-1.372,-1.144,-1.436,-1.369,-0.252,-0.181,-0.301,-1.117,-1.491,-1.215,-1.329,-1.29,-0.478,-0.659,-0.617,-1.405,3,4,1,1,1,1,3,3,1,1,1,1
from the littlest which make their core religion is,-1.384,-1.336,-0.946,-1.283,0.867,0.515,-1.97,-1.476,1.389,2.904,1.033,0.5,10.166,5.89,0.566,0.173,3,3,1,1,2,1,3,3,1,1,1,1
agreeing to it or accepting it already seven hundred thousand people signed a petition to the blue house,-0.307,-0.288,0.014,-0.511,-0.406,0.018,-0.292,0.097,-0.883,-1.471,-1.297,-1.165,-0.758,-0.814,-1.266,-1.647,3,3,1,1,1,1,3,3,1,1,2,1
of bed but then the thing is it's still there and then in the EU you,-1.275,-0.574,-1.385,-1.184,-0.244,-0.098,-1.619,-1.28,-1.17,-0.58,-1.195,-1.107,0.407,-0.082,-0.501,-1.213,3,3,1,1,2,1,3,4,3,1,1,1
in stable Nation considering the war between North Korea and South Korea Korea is in,-0.53,-0.953,-1.3,-0.691,-0.089,-0.41,-0.47,-1.636,-1.183,-1.241,-0.786,-1.185,3.457,1.945,-1.041,-0.646,3,3,1,1,1,1,3,3,1,1,2,1
things in your rug but it does mean it hasn't occurred in Korea,-1.722,-1.607,-1.583,-1.414,-1.038,-1.252,-2.627,-2.026,-0.545,-0.206,-0.466,-0.777,7.047,0.202,-0.542,-0.695,2,3,1,1,1,1,3,2,1,1,3,1
so that's one of the main points that you could say that they don't do it like that,-1.651,-1.582,-1.615,-1.43,-0.679,-0.993,-2.642,-1.898,-0.733,-0.24,-0.929,-1.098,1.969,1.998,0.333,-0.914,3,3,1,1,1,1,3,3,1,1,1,1
about the things that can guarantee their life this is what I want,-1.339,-1.157,-0.934,-1.272,0.265,0.315,-1.197,-1.722,-1.628,-1.397,-1.497,-1.373,-0.19,-0.857,-1.553,-1.886,3,3,1,1,1,1,3,3,1,1,2,1
I think it's important to take care of the Korean Nationals first and,-1.212,-0.686,-1.034,-1.233,0.827,-0.257,-0.346,-0.874,-0.768,-1.388,-0.962,-1.067,2.242,2.604,-0.459,0.294,3,3,2,1,2,1,3,3,2,1,2,1
creates the economy right now isn't really stable although at the very top,-0.426,0.158,-0.577,-0.855,3.761,4.403,-0.972,-0.34,-1.54,-1.16,-1.522,-1.372,-0.536,-1.045,-1.24,-1.235,3,3,1,1,1,1,2,3,1,1,1,1
really a democratic issue that can be decided upon the popular Theory votes it is the legal,-0.863,-0.861,-0.529,-0.653,-0.74,-0.539,-1.859,-0.653,-1.425,-1.189,-1.09,-0.852,-0.001,0.198,-1.17,-1.391,3,3,1,1,2,1,3,3,1,1,1,1
Island and are under intense examination of whether they are really lawful refugees and their Korean law or not,-0.037,-0.911,-0.929,-0.817,-0.467,-0.689,0.71,-0.978,-1.244,-1.275,-1.406,-1.252,0.143,-0.745,-0.633,-1.274,3,3,1,1,1,1,3,3,1,1,2,1
as you can see from other countries,-1.555,-1.309,-1.219,-1.092,0.475,0.231,-1.033,-1.667,-1.186,-1.324,-1.478,-0.982,0.136,-0.543,-1.953,-1.49,3,3,2,1,1,1,2,3,2,1,2,1
think,-1.399,-1.302,-1.349,-1.268,-0.953,-1.127,-2.1,-1.716,-1.55,-1.302,-1.447,-1.438,-0.816,-0.744,-1.997,-1.836,3,4,2,1,1,1,3,3,1,1,1,1
general population was not aware and the failure of the government to YouTube operation educate the,-0.182,-1.122,0.247,0.177,-0.514,-0.245,-0.181,-1.036,-1.535,-1.041,-1.471,-1.304,-0.244,-0.882,-1.995,-1.377,3,3,1,1,1,1,3,3,1,1,1,1
you,-1.595,-1.416,-1.526,-1.338,-0.697,-0.982,-2.784,-2.051,-0.663,-1.233,0.068,-0.899,0.662,0.202,-1.476,-1.734,3,3,1,1,1,1,2,3,2,1,2,1
in USA we can begin Motown and the city and a country,-1.582,-1.548,-1.476,-1.403,-0.583,-0.585,-1.153,-1.72,-0.266,-0.216,-0.733,-1.008,0.528,1.183,-0.906,-0.528,2,2,1,1,2,1,2,3,1,1,1,1
hey so,-1.455,-1.539,-1.585,-1.369,-0.863,-1.186,-2.368,-1.879,-1.626,-1.537,-1.52,-1.417,-0.712,-0.889,-1.466,-1.939,3,2,2,2,2,1,3,3,1,1,3,1
take care of them first,-0.003,-0.572,-0.755,-1.033,5.335,2.1,-1.483,-0.752,-1.19,-1.416,-1.049,-1.082,0.324,0.624,-0.669,-1.092,3,3,1,1,2,1,2,3,1,1,1,1
were the only gave you were the only one to come to Korea in their family and,-1.67,-1.613,-1.551,-1.412,-0.76,-0.786,-3.021,-2.065,-1.297,-1.243,-1.122,-1.256,0.08,-0.464,-0.906,-1.573,3,3,1,1,2,1,3,3,1,1,2,1
lecture like before educating them about why,-1.597,-1.257,-1.412,-1.335,-1.026,-1.027,-2.468,-1.917,-1.366,-1.285,-1.345,-1.089,0.114,-0.145,-1.602,-1.767,3,3,1,1,1,1,3,3,1,1,1,1
the first thing that we think you know taken away so to speak the from,-0.856,-1.234,-1.143,-0.933,0.009,-0.039,-0.412,-0.47,-1.29,-1.376,-1.519,-1.355,-0.12,-0.758,-1.416,-1.717,3,3,1,1,1,1,2,2,1,1,2,1
coming hurry up and think the strongest point that I can make is practically speaking the,-1.555,-1.385,-1.509,-1.302,-0.302,-0.759,-1.407,-1.799,-1.408,-0.12,-1.366,-1.119,0.624,0.077,-1.848,-1.624,3,3,2,1,2,1,3,3,1,1,1,1
including Android side career says always has lack of Boomers,-1.243,-1.472,-1.376,-1.311,-0.191,-0.393,-1.321,-1.687,-0.804,0.108,-0.909,-0.759,1.254,0.812,-0.644,-0.305,3,2,1,1,2,1,3,3,1,1,2,1
Yum Yum music cat has more possibility to,-1.498,-1.295,-1.563,-1.383,-0.621,-1.098,-1.933,-1.7,-1.548,-1.372,-1.025,-1.283,-0.728,-0.554,-2.547,-1.833,3,3,1,1,2,1,3,3,1,1,2,1
they're ready to do the to pick job site,-1.533,-1.179,-1.548,-1.3,-0.527,-0.947,0.321,-1.617,-1.608,-1.456,-1.538,-1.399,-0.884,-1.087,-0.592,-1.1,3,3,2,2,2,2,3,4,3,2,1,2
jobs in Jeju Island that is not because some because Yemen,-1.473,-1.445,-1.534,-1.283,-0.37,-0.779,-2.249,-1.68,0.209,-0.114,0.276,-0.657,4.558,4.038,-0.935,-0.785,4,2,1,1,2,1,3,3,1,1,2,1
many terrorist attack are,-1.602,-0.894,-1.36,-1.177,-0.221,-0.303,-1.988,-1.518,-1.103,-1.349,-1.296,-0.734,-0.418,-0.821,-0.471,-1.346,3,3,2,1,1,1,3,3,2,1,2,1
is fully capable to it's very stable and fully capable to accept,-1.291,-0.689,-1.45,-1.27,-0.665,-1.046,-0.584,-1.382,-1.556,-1.274,-1.437,-1.243,-0.514,-0.829,-2.507,-1.998,4,3,1,2,2,1,3,3,1,1,1,1
believe that many yemenis people who might cause of problems in Korea,-1.565,-1.449,-1.531,-1.385,-0.93,-0.693,-2.741,-1.958,-1.349,-1.143,-1.317,-1.223,-0.061,-0.204,-1.617,-1.885,3,3,1,1,1,1,4,3,1,1,1,1
religion of Islam or not accepting refugees when they are the main,-1.032,-1.404,-1.129,-1.053,-0.572,-0.542,-1.831,-1.559,-1.195,-1.086,-1.084,-0.94,0.136,0.171,-1.479,-1.247,3,3,1,1,1,1,4,3,2,1,1,1
my country a chance to go to my country to look for a job but in the area they live in,-0.938,-0.895,-1.136,-1.159,0.649,0.459,-1.809,-1.012,-1.338,-1.519,-1.21,-1.246,-1.07,-1.218,-1.895,-2.029,2,3,2,1,2,1,2,3,2,1,2,1
in that issue and second although public opinion is also important,-0.954,-0.801,-1.06,-0.879,0.273,0.377,1.128,0.921,-1.63,-1.408,-1.289,-1.359,-0.798,-1.116,-2.869,-1.846,4,4,1,1,1,1,3,3,1,1,1,1
yeah many of these issues are blown out of proportion yeah,-1.285,-1.264,-1.376,-1.28,-0.661,-0.954,-1.464,-1.417,-1.097,-1.116,-1.311,-1.124,1.519,-0.15,0.038,-0.844,3,3,2,2,2,1,3,3,1,1,1,2
help South Korea should I said except these refugees and,-1.448,-1.409,-1.451,-1.286,-0.433,-0.858,-1.597,-1.751,-1.001,-0.976,-1.12,-1.179,1.318,0.669,-0.078,-1.644,4,3,1,2,2,1,3,3,1,1,1,1
this issue after green were there were a lot of Korean burger,-1.319,-1.343,-1.329,-1.298,-0.67,-0.584,0.097,-1.648,-0.983,-1.151,-1.116,-0.994,-0.675,-0.345,-0.518,-1.45,4,3,1,1,2,1,3,3,2,1,2,1
were really nice and I've loved like I didn't get to know their culture or anything like that but if you don't,-1.628,-1.512,-1.561,-1.384,-0.89,-1.224,-1.794,-1.915,-0.478,-0.934,-1.083,-0.919,0.172,0.52,0.517,-1.294,3,3,1,1,1,1,4,3,1,1,1,1
going to affect too much into the Korean economy and I think increasing,-1.209,-1.036,-1.462,-1.18,-0.675,-0.68,-1.254,-1.137,-1.135,-1.125,-1.265,-1.196,-0.435,-0.212,-0.615,-1.659,2,3,1,2,2,1,3,3,1,1,1,1
for work and they don't they didn't come,-1.404,-1.284,-1.416,-1.356,-0.287,-0.845,-1.854,-1.429,-1.624,-1.507,-1.615,-1.395,-0.96,-1.233,-2.658,-1.876,4,3,2,2,2,1,2,3,2,1,1,1
countries there are other countries who are able to accept the refugees and,0.046,-0.725,-0.645,-0.592,3.57,2.393,1.374,-0.112,-1.299,-1.222,-1.539,-1.372,-0.621,-0.97,-0.75,-1.711,3,3,1,1,2,1,2,3,1,1,1,1
in general I am against accepting those that position,-1.267,-1.243,-0.692,-0.898,3.391,4.815,-0.846,-1.073,-1.246,-0.226,-1.276,-1.247,0.805,-0.163,-0.711,-0.818,3,3,2,2,2,1,2,3,2,1,2,1
risk for for arriving to South Korea and putting them back,-1.521,-0.849,-1.367,-1.216,-0.485,-0.566,-0.474,-1.567,-1.26,-1.417,-1.188,-1.263,0.267,-0.52,-1.272,-0.648,4,3,1,2,1,1,3,2,1,1,1,1
there's this General lack of trust of the Korean government especially for the young,-0.634,-0.893,0.464,0.144,-0.49,-0.1,-0.976,-1.127,-0.89,-1.006,-1.138,-0.887,0.938,-0.08,-0.267,-1.049,3,3,1,1,2,1,3,3,1,1,2,1
a trend towards a political extremism in terms of this issue that,-1.288,-1.463,-0.759,-1.241,0.872,0.893,-1.387,-1.259,-1.532,-1.556,-1.546,-1.422,-0.755,-0.802,-2.386,-1.895,3,3,2,1,2,1,2,3,2,1,2,1
one of the main reason that I disagree with accepting refugees is that,-1.087,-1.178,-1.223,-1.077,0.021,-0.864,-0.927,-1.177,-1.576,-1.45,-1.275,-1.376,0.037,-0.589,-0.588,-1.775,3,4,1,1,1,1,4,3,1,1,2,1
it starts not when you make me did you know how USA become the strongest country,0.207,-1.197,-0.108,-0.816,0.608,0.826,-0.651,0.869,-1.074,-0.727,-1.162,-1.003,0.213,0.959,-0.193,-1.331,2,2,1,1,2,1,2,3,1,1,1,1
as if there's only invading the mainland and it's very easy for us to contain them,-1.422,-1.179,-1.37,-1.348,0.068,-0.711,-1.329,-1.589,-1.57,-1.541,-1.569,-1.397,-0.848,-1.17,-1.986,-1.633,3,3,2,1,2,1,3,3,2,1,1,1
on baseless misconceptions that we Muslims are potential terrorists,-1.153,-0.999,-1.305,-1.174,0.935,0.671,-0.167,-0.604,-1.654,-1.528,-1.541,-1.406,-0.873,-0.924,-2.802,-1.916,3,4,1,1,1,1,3,3,1,1,2,1
to take refugees I think we should really have to see what what what,-0.931,-0.847,-0.897,-1.096,2.221,1.96,-1.468,-0.539,-1.341,-1.377,-1.392,-1.272,-0.224,-0.26,-1.769,-1.509,2,3,1,1,2,1,3,3,1,1,2,1
and also they this,-1.62,-1.603,-1.585,-1.415,-0.956,-1.042,-1.483,-1.766,-1.411,-1.154,-1.215,-1.222,0.233,0.579,-1.311,-1.541,3,4,1,1,2,1,4,4,2,1,1,1
are unrelated Lisa Miller in some way the four young men there are from east,-1.6,-1.412,-1.537,-1.397,-0.673,-0.751,-1.624,-1.821,3.675,-0.545,0.106,0.608,7.271,6.875,-0.043,0.322,3,3,1,1,2,1,3,3,1,1,1,1
are political factions including the tug of Americans that encourages,-0.652,1.258,0.038,-0.895,5.84,3.515,0.087,0.049,-1.466,-1.139,-1.469,-1.125,-0.666,-0.976,-0.955,-1.77,2,3,1,1,2,1,3,3,1,1,1,1
raise the question I think it will be good things,-0.993,-1.497,-1.145,-1.161,0.054,0.221,-1.238,-1.717,-1.506,-1.458,-1.308,-1.321,0.836,0.265,-2.797,-1.94,4,3,1,1,1,1,3,4,2,1,2,1
the bad people would come to Korea do,-1.187,-1.182,-1.172,-1.21,0.363,0.283,-1.561,-1.4,-1.434,-0.879,-1.014,-1.221,-0.181,0.197,0.63,-1.65,2,3,1,1,2,1,3,3,1,1,2,1
society and just because creating some creating Nationals are poor that's not the fault,-1.608,-1.523,-1.494,-1.361,-0.664,-1.049,-2.822,-1.978,-0.794,-0.243,-1.095,-0.857,1.277,1.506,0.106,-1.134,3,3,2,1,1,1,4,4,2,1,2,1
of maybe 500 refugees and over those 500,-1.098,-1.09,-1.288,-1.245,0.886,0.703,-1.159,-1.174,-1.517,-1.467,-1.566,-1.43,-0.732,-1.045,-2.924,-1.935,4,4,2,1,2,1,3,3,1,1,2,1
I would and those people could cause as you have mentioned,-1.424,-1.248,-1.223,-1.212,-0.018,-0.162,-1.266,-0.435,-1.501,-1.398,-1.6,-1.412,-1.027,-1.219,-0.998,-1.717,3,3,2,2,2,1,2,3,2,1,2,1
first these refugees came,-0.671,-0.706,-0.65,-0.869,2.792,3.8,2.029,-0.741,-1.632,-1.566,-1.491,-1.416,-0.755,-1.104,-2.526,-1.932,3,3,1,1,1,1,2,3,1,1,1,1
3% and then the young adult unemployment rate is shoots up,-1.613,-1.54,-1.478,-1.347,-0.55,-0.834,-2.684,-1.958,-1.067,-0.487,-1.054,-0.946,1.617,0.338,-0.593,-0.986,3,4,2,1,1,1,3,3,1,1,1,1
are not respecting those and I would think that it's,-1.549,-1.359,-1.407,-1.197,0.339,0.022,-0.819,-1.512,-1.524,-1.537,-1.449,-1.39,-0.201,-0.519,-1.835,-2.048,3,3,2,2,2,1,3,3,3,1,1,1
from the perspective of the Korean citizen in might be a better idea I can,-1.261,-0.923,-1.298,-1.256,1.036,1.191,-1.313,-1.493,-1.32,-1.42,-1.447,-1.312,-0.494,-0.761,-2.557,-1.816,3,3,1,1,1,1,3,3,1,1,1,1
it's also important to mention that I think it is also part of government,-1.519,-1.318,-1.34,-1.311,-0.564,-0.882,-2.141,-1.924,-1.438,-1.259,-1.363,-1.07,-0.334,-0.101,-2.045,-1.792,4,3,2,1,2,1,2,3,2,1,2,1
and now it now pour the Korea the other countries Iraq,-1.161,-1.269,-1.194,-1.094,0.232,0.357,2.098,-1.205,-1.1,2.136,-0.706,-0.921,0.91,-0.264,0.005,-0.504,3,3,1,2,2,1,3,3,1,2,2,1
it's so far from Yemen but it's so far from Yemen so,-1.675,-1.59,-1.583,-1.454,-1.012,-1.197,-2.591,-2.053,-1.184,-1.154,-0.908,-1.336,-0.358,-0.685,-1.591,-1.681,2,3,1,1,1,1,3,2,1,1,2,1
have a stereotypical Prejudice of Outsiders to to like they're going to,-1.548,-1.442,-1.335,-1.307,0.366,0.015,0.218,-1.669,-1.384,-1.396,-1.372,-1.321,0.211,0.06,-0.82,-1.247,3,3,3,2,2,2,3,2,3,2,1,2
but Yemen is Refugee Heaven,-1.362,-1.485,-1.498,-1.24,-0.888,-1.067,-0.311,-1.792,-1.563,-1.43,-1.296,-1.361,-0.865,-1.087,-2.948,-1.924,4,4,2,1,1,1,3,3,1,1,1,1
and think of Koreans for,-1.348,-1.172,-1.356,-1.274,0.387,-0.14,-2.515,-1.676,-1.524,-1.449,-1.528,-1.414,-1.144,-1.264,-0.418,-1.836,2,3,1,1,1,1,3,4,1,2,1,1
so I also think that,-1.323,-1.374,-1.169,-0.611,2.091,0.241,-0.781,-1.638,-1.097,-1.461,-1.487,-1.288,-1.017,-1.026,-0.993,-1.593,3,2,1,1,1,1,3,3,2,1,2,1
thing and yeah they are concerned but the link between immigration and terrorism he's a bit,-0.712,-0.54,-1.074,-1.034,1.788,0.25,-0.374,-0.323,-1.637,-1.261,-1.438,-1.285,-0.676,-0.324,-2.052,-1.958,3,3,2,2,2,1,3,3,2,1,1,1
in that case we do have to consider the humanitarian and their Refugee status and,0.905,1.055,0.103,1.36,-0.157,0.428,-0.635,-0.533,-0.211,-0.807,-1.28,-1.133,-0.681,-1.111,-0.951,-1.461,3,3,1,1,1,1,3,3,1,1,2,1
and even though they take only the hard jobs,-1.254,-1.029,-1.258,-1.199,-0.187,0.064,-1.408,-1.295,-1.5,-1.336,-1.346,-1.359,-0.674,-0.777,-2.437,-1.79,3,3,2,1,1,1,3,3,2,1,2,1
if you listen your people first,-0.999,-0.734,-1.231,-1.292,0.62,0.189,-1.293,-1.571,-0.373,-1.35,-0.133,-0.552,1.498,1.129,0.167,-1.139,3,3,1,1,2,1,4,4,2,1,2,1
in for the Joyland like there's so many Muslim people who stays in,-1.305,-1.075,-1.274,-1.213,-0.166,-0.471,-0.759,-1.371,-1.405,-1.353,-0.746,-1.321,-0.282,-0.306,-1.935,-1.815,2,3,2,1,1,1,3,3,2,1,1,1
and they make them all Muslim and attack on Muslims and if you kill someone because,-1.201,-1.051,-1.511,-1.309,-0.507,-0.574,-1.519,-1.795,-0.395,-0.422,-0.797,-1.01,2.738,1.715,-0.168,-0.599,3,3,2,1,1,1,3,3,2,1,1,1
and in myself in my opinion it's one countries and Korea is different,-1.603,-1.518,-1.485,-1.34,-0.58,-0.917,-2.783,-1.856,-1.635,-1.556,-1.528,-1.409,-0.822,-1.118,-2.675,-1.966,3,4,2,1,1,1,3,3,1,1,2,1
in in Jeju Island actually cause a lot of trouble for Korean people like,-1.284,-0.965,-1.268,-1.28,0.903,0.36,-0.864,-1.763,2.19,2.23,2.565,0.99,10.097,12.133,0.054,1.196,2,2,1,1,3,1,3,3,1,2,1,1
for receive other citizenship of South Korea and but I think,-0.776,-0.347,-1.255,-0.851,0.726,0.609,0.347,-1.357,-1.524,-1.314,-1.533,-1.194,-0.669,-0.704,-2.025,-1.746,3,4,1,1,1,1,3,4,2,1,2,1
yeah so I think yeah so I think it's fine,-1.738,-1.564,-1.369,-1.337,-0.128,-0.28,-2.305,-2.015,-1.215,-1.218,-1.399,-1.24,0.386,0.257,-1.004,-1.559,3,3,2,1,2,1,3,3,2,2,2,2
are real cases that they are refugees with,-1.625,-1.547,-1.566,-1.401,-0.878,-1.116,-2.096,-1.845,-1.212,-0.9,-0.833,-1.141,-0.105,0.382,-1.186,-1.537,3,3,1,1,1,1,3,2,1,1,3,1
which Koreans don't want to take but,-1.067,-1.2,-1.179,-0.998,0.316,-0.27,-1.053,-1.149,-1.414,-1.375,-1.205,-1.347,-0.587,-0.861,-1.929,-1.523,3,3,2,1,1,1,2,3,2,1,1,1
although we have maintained a very low make the acceptance rate and the Brokers,1.306,2.041,1.379,2.07,1.095,0.759,0.257,3.163,-1.397,-1.209,-1.451,-1.094,-0.636,-0.72,-2.665,-1.714,3,3,1,1,1,1,3,3,1,1,2,1
said they were not really culturally socially first of all social you mentioned how,-1.495,-1.502,-1.327,-1.318,0.245,-0.426,-2.712,-1.941,-1.427,-1.256,-1.403,-1.266,-0.06,-0.147,-1.485,-1.163,3,3,2,1,2,1,3,3,1,1,2,1
be more game in the next year 2020,-0.888,-0.308,-1.197,-1.162,2.244,0.954,1.561,-1.063,-0.777,0.039,-1.312,-1.177,0.187,-0.387,-0.507,0.046,3,3,2,2,2,2,3,3,3,2,1,2
is not traditional and classic our nation our nation in Korean,-1.421,-1.386,-1.481,-1.183,-0.018,-0.476,0.088,-1.608,-1.592,-1.572,-1.457,-1.379,-0.878,-1.13,-3.04,-2.075,4,4,2,1,1,1,2,3,1,1,1,1
but I would say that despite everything we can hear you,-1.483,-1.431,-1.396,-1.283,0.308,-0.276,-2.088,-1.652,-1.561,-1.402,-1.321,-1.337,0.113,-0.423,-2.391,-1.479,3,4,2,2,2,1,3,3,2,1,1,1
it you tend to take jobs that the native Stone want and I'm pretty sure,-1.031,-0.663,-0.281,-0.947,0.811,0.408,-0.609,-1.171,-1.261,-1.213,-1.54,-1.21,-0.869,-1.007,-2.246,-1.806,3,3,2,1,1,1,3,3,2,1,2,1
last year we cannot accept more,-1.169,-0.74,-1.207,-0.985,-0.769,-0.929,-0.774,-0.502,-1.253,-1.011,-1.332,-1.208,-0.158,-0.228,-1.137,-1.637,3,3,1,1,2,1,3,3,1,1,1,1
have problems but how about turkey turkey is not actually they only put the,-1.388,-0.698,-1.126,-1.076,0.408,0.426,-0.065,-0.992,-0.448,0.386,0.031,0.306,4.226,4.257,-0.214,-0.313,4,3,1,1,2,1,3,2,1,1,2,1
all,1.058,3.249,2.905,0.414,0.467,1.07,-0.535,0.923,-0.601,0.167,-1.435,-1.276,24.768,-0.755,-0.638,-0.572,3,3,1,1,1,1,3,3,1,1,2,1
just worried cancer I think,-1.333,-1.558,-1.446,-1.261,0.314,-0.143,-0.024,-1.448,-1.545,-1.466,-1.099,-1.328,-0.581,-0.907,-2.343,-1.863,3,3,1,1,2,1,2,3,2,1,1,1
known like I don't know people who say oh I want him and feel so good,-1.227,-1.416,-1.506,-1.351,-0.87,-1.227,-3.033,-2.068,-1.441,-1.497,-0.52,-1.308,-0.418,-0.393,-3.029,-2.052,2,3,2,1,1,1,2,3,2,1,2,1
okay well first of all,-0.858,-0.718,-1.274,-1.144,1.673,0.538,-1.074,-1.307,-1.523,-1.475,-1.493,-1.377,-0.425,-0.71,-2.369,-1.912,2,3,1,1,2,1,3,3,1,1,1,1
a refugee certainly people that really hire,-1.12,-0.943,-0.955,-0.986,0.416,1.022,1.675,-0.17,-1.498,-1.553,-1.578,-1.382,-0.945,-1.21,-2.144,-1.892,3,3,2,2,2,1,2,3,2,1,1,1
very extreme and polarized because of issues such as these and,-1.136,-1.085,-1.153,-1.213,2.473,1.371,-0.116,-0.989,-1.693,-1.481,-1.512,-1.38,-0.367,-0.8,-2.751,-2.012,3,3,2,1,2,1,2,3,2,1,2,1
taxes don't do actually they they receive,-1.31,-1.0,-1.219,-1.01,0.016,-0.404,0.207,-1.56,-0.302,-0.623,-0.628,-0.695,2.896,2.361,-0.678,0.196,2,2,1,1,2,1,3,3,1,1,1,1
out but totals blocking is wrong in that sense I agree,-1.134,-1.48,-1.312,-1.223,0.096,-0.049,-1.533,-1.563,-1.083,-1.117,-1.316,-1.186,0.596,-0.822,-1.221,-1.085,3,2,1,1,1,1,2,3,2,1,3,1
