new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,delta2,lowAlpha2,highAlpha2,lowBeta2,highBeta2,lowGamma2,middleGamma2,theta2
by that by the consider that they are requirement already,180,2,2,1,0,1,0,180,2,2,0,0,2,0,-1.489,-1.006,-1.477,-1.341,0.013,-0.921,-1.091,-1.64,-1.366,-1.084,-1.361,-1.061,-0.002,-0.051,-1.806,-1.715
put their game in citizen I already miss,185,2,2,1,0,1,0,185,2,2,1,0,1,0,-1.536,-1.549,-1.501,-1.38,-0.456,-0.452,-1.801,-1.516,-1.474,-1.416,-1.313,-1.176,-0.351,-0.614,-0.678,-1.414
traveler or citizen that want to come into Korean have to get some result,190,2,2,1,0,1,0,190,2,2,1,0,1,0,-1.236,-1.421,-1.414,-1.264,-0.772,-0.758,-2.47,-1.839,-1.577,-1.329,-1.477,-1.295,-0.748,-0.367,-1.585,-1.523
before but so I think this this is a,195,2,2,1,0,1,0,195,2,3,1,0,1,0,-1.401,-1.284,-1.381,-1.404,-0.576,-0.779,-1.844,-1.788,-0.871,-1.084,-1.324,-1.046,0.118,0.198,0.497,-1.422
slider easiest way for now to deal with this problem,200,3,3,1,0,1,0,200,2,3,1,0,1,0,-1.587,-1.372,-1.567,-1.348,-0.599,-1.011,-2.362,-1.918,-1.372,-1.19,-1.304,-1.294,0.363,-0.105,-0.895,-1.35
and about the signal for beer that you rest I think this stating,205,3,3,1,0,1,0,205,2,3,1,0,1,0,-1.46,-1.508,-1.308,-1.343,-0.695,-0.825,-2.228,-1.683,-1.226,-1.235,-1.151,-1.082,0.171,0.549,1.284,-1.498
that if Korean want to be in the Lea Archery internationalized Country,210,3,3,1,0,1,0,210,1,3,1,0,1,0,-1.234,-1.368,-0.944,-1.118,0.493,-0.172,-0.888,-1.243,-1.528,-1.499,-1.401,-1.331,0.17,-0.317,-0.743,-1.464
or developed country we have or the government's have to educate the,215,3,3,1,0,2,0,215,1,3,1,0,1,0,-1.216,-1.245,-1.423,-1.076,-0.625,-0.611,-1.921,-1.83,-1.198,-1.206,-1.409,-1.192,-0.043,-0.822,-2.109,-1.15
currency teaching people how to living in a globalization work,220,3,3,1,0,2,0,220,2,3,1,0,1,0,-1.632,-1.408,-1.549,-1.433,-0.89,-0.834,-1.403,-1.782,-1.361,-0.869,-1.091,-1.055,0.382,-0.111,-0.842,-1.131
I just put,225,3,3,1,0,2,0,225,2,3,1,0,1,0,-1.503,-1.461,-1.487,-1.282,-0.645,-0.718,-2.03,-1.729,-1.589,-1.44,-1.285,-1.218,-0.188,-0.279,-1.884,-1.509
the SS right away sir topics now first,230,3,3,1,0,2,0,230,2,3,1,0,1,0,-1.465,-1.272,-1.484,-1.336,-0.299,-0.795,-1.462,-1.819,-1.432,-1.221,-1.222,-1.32,-0.115,-0.021,-1.311,-1.141
it's like you say Korean government has put the human to the result,235,3,3,1,0,2,0,235,2,3,1,0,1,0,-1.518,-1.403,-1.402,-1.305,-0.187,-0.515,-1.191,-1.749,-1.434,-1.512,-1.481,-1.364,-0.176,-0.261,-1.654,-1.839
list but it's like if you have like another country's,240,3,3,1,0,2,0,240,2,3,1,0,1,0,-1.468,-1.084,-1.252,-1.116,1.094,-0.228,-2.259,-1.386,-1.061,-1.273,-0.965,-1.192,0.907,0.98,-0.674,-0.724
or like a cider just do like this again so it's just like,245,3,2,1,0,1,0,245,2,3,1,0,1,0,-1.083,-1.364,-0.954,-0.952,0.476,0.663,1.001,-0.321,-1.592,-1.555,-1.394,-1.302,-0.583,-0.75,-2.314,-1.808
Commander being a refugee yeah it's,250,3,2,1,0,1,0,250,2,3,1,0,1,0,-1.504,-1.328,-1.282,-1.312,0.366,-0.156,-1.239,-1.403,-1.492,-1.43,-1.56,-1.429,-0.653,-0.949,-1.924,-2
like if some countries just like want to be their equities and comes and do like the yemenis,255,3,3,1,0,1,0,255,2,3,1,0,1,0,-1.378,-1.1,-1.067,-1.189,1.12,0.251,-1.021,-1.665,-1.416,-0.951,-1.427,-1.29,0.371,-0.438,-0.867,-1.526
as I think that if they just put the country in the list is,260,3,3,1,0,1,0,260,2,3,2,0,1,0,-1.243,-1.038,-1.168,-1.105,0.976,0.054,-1.322,-1.283,-1.469,-0.509,-1.455,-1.3,-0.117,-0.3,-1.265,-1.318
not the best way it was the easiest way that yes but it's not the best one it's like,265,3,2,1,0,1,0,265,2,3,2,0,1,0,-1.065,-0.769,-1.022,-1.276,0.701,0.574,-1.494,-1.359,-1.511,-1.47,-1.538,-1.356,-0.421,-0.552,0.754,-1.707
if the there are a lot so the bezel it is like too long,270,3,2,1,0,1,0,270,2,3,1,0,1,0,-0.372,-0.444,-1.089,-1.052,1.831,0.439,0.255,-0.396,-1.348,-1.3,-1.112,-1.305,0.765,0.016,-0.858,-1.481
and it's not good for the image also yeah and to,275,2,3,0,0,1,0,275,2,2,0,0,1,0,-1.485,-1.351,-1.35,-1.392,0.147,0.042,-0.76,-1.51,-1.569,-1.469,-1.286,-1.261,-0.126,-0.353,-0.865,-1.725
like we don't know like if we,280,2,3,0,0,0,0,280,2,2,0,0,1,0,-1.331,-1.429,-1.296,-1.338,0.649,-0.054,-0.42,-1.566,-1.294,-1.033,-1.153,-1.196,0.349,0.414,-0.777,-1.602
accept the refugee nothing can guarantee about,285,2,3,0,0,0,0,285,2,2,0,0,1,0,-1.206,-0.513,-0.753,-1.08,2.396,0.827,0.583,-0.335,-1.279,-1.391,-1.19,-1.218,0.506,-0.016,0.922,-1.574
Korean citizens life security and I think also is like the Privacy also,290,2,3,0,0,0,0,290,2,2,0,0,1,0,-1.338,-1.187,-1.398,-1.089,0.058,-0.275,-0.798,-1.239,-1.427,-1.131,-1.002,-1.218,1.054,0.145,0.396,0.006
so I think so yeah I also accept that,295,2,3,0,0,0,0,295,2,3,1,0,1,0,-1.397,-0.499,-1.249,-1.061,1.27,-0.018,0.235,-1.148,-0.649,-1.257,-1.042,-0.831,0.749,0.27,0.479,-0.542
for this comment about a researcher is and also the some highlighter,300,2,3,0,0,0,0,300,2,3,1,0,1,0,-0.615,0.417,-0.618,-0.314,6.91,3.578,1.412,0.755,-1.05,-0.687,-1.133,-1.095,0.281,0.24,1.494,-0.851
for receive other citizenship of South Korea and but I think,305,2,3,0,0,0,0,305,2,3,1,0,1,0,-0.776,-0.347,-1.255,-0.851,0.726,0.609,0.347,-1.357,-1.524,-1.314,-1.533,-1.194,-0.669,-0.704,-2.025,-1.746
Florida to South Korea to policy of accepting a refugee is,310,2,3,0,0,1,0,310,2,3,1,0,1,0,-1.143,-1.221,-1.079,-0.998,0.591,1.681,-0.235,-1.086,-1.248,-1.08,-1.349,-1.107,0.219,0.054,1.201,-1.565
on is also already rigorous for that because of the,315,2,3,0,0,1,0,315,2,3,1,0,1,0,-1.2,-1.114,-1.063,-0.936,1.526,0.502,-1.357,-1.524,-1.548,-1.477,-1.407,-1.336,-0.08,-0.458,-1.574,-1.796
rest of accepting it just only 2%,320,2,3,0,0,1,0,320,2,3,1,0,1,0,-1.16,-1.123,-1.244,-1.041,-0.376,0.373,-0.414,-1.491,-1.287,-1.392,-1.305,-1.114,0.536,-0.035,-0.235,-1.628
from there over ten thousand Thirty thousands of people,325,2,3,0,0,1,0,325,3,3,1,0,0,0,-1.574,-1.122,-1.507,-1.155,-0.26,-0.623,-0.908,-1.823,-1.293,-1.349,-1.02,-0.992,0.952,0.731,-0.442,-0.872
to apply for energy but cannot expect but get the rejection from that,330,2,3,0,0,1,0,330,3,3,1,0,0,0,-1.409,-1.551,-1.484,-1.253,-0.533,-0.722,-1.761,-1.364,-1.478,-1.311,-1.248,-1.167,0.23,0.55,-1.52,-1.828
and by racing there are there are some requests of petition from the,335,2,3,0,0,1,0,335,3,3,1,0,0,0,-1.379,-1.012,-1.325,-1.153,-0.323,-0.504,-0.422,-1.174,-1.213,-1.155,-1.088,-1.157,1.053,0.012,-1.03,-1.126
citizens of to the Blue House of Korean and,340,2,3,0,0,1,0,340,3,3,1,0,0,0,-1.357,-1.248,-1.117,-1.192,-0.726,-0.674,-0.844,-1.49,-1.589,-1.488,-1.393,-1.343,-0.424,-0.522,-1.029,-1.519
I think the government now considering that to give,345,2,3,0,0,1,0,345,3,3,1,0,0,0,-1.057,-1.053,-1.226,-1.138,0.131,-0.266,-2.029,-1.142,-0.718,-0.669,-1.091,-0.969,1.468,0.722,1.051,-0.83
more deliberate assess or for get for giving their,350,2,3,0,0,1,0,350,3,3,1,0,0,0,-1.623,-1.53,-1.489,-1.238,-0.8,-0.79,-1.784,-1.837,-1.022,-0.792,-1.089,-1.127,0.533,0.187,-1.124,-1.587
refugees data to the other nations nationality,355,2,3,0,0,1,0,355,3,3,1,0,0,0,-1.656,-1.351,-1.388,-1.344,-0.636,-0.71,-1.14,-1.616,-1.154,-1.229,-1.381,-1.18,-0.281,-0.356,-1.058,-1.722
and also they this,360,2,3,0,0,1,0,360,3,3,1,0,0,0,-1.62,-1.603,-1.585,-1.415,-0.956,-1.042,-1.483,-1.766,-1.411,-1.154,-1.215,-1.222,0.233,0.579,-1.311,-1.541
is some car like they call hit or humanitarians humanitarian visas,365,3,2,0,1,1,0,365,2,2,0,0,1,0,-1.601,-1.522,-1.539,-1.424,-0.944,-1.02,-0.256,-1.798,-1.67,-1.631,-1.55,-1.412,-0.766,-0.843,-1.798,-1.956
that the government only give this result to the refugee,370,3,2,0,1,1,0,370,2,2,0,0,1,0,-1.452,-1.336,-1.578,-1.369,-0.783,-1.078,-2.467,-1.876,-1.477,-1.564,-1.526,-1.365,-0.218,-0.811,-1.851,-1.542
or 31 years to guarantee that when their circumstances so situation the in their their,375,3,2,0,1,1,0,375,2,2,0,0,1,0,-1.389,-1.538,-1.47,-1.366,-0.771,-0.842,-2.87,-2.006,-1.477,-1.402,-1.391,-1.3,-0.304,-0.556,-0.437,-1.466
home country is becoming Wheels good get better and they can,380,3,2,0,1,1,0,380,2,2,0,0,1,0,-1.495,-1.399,-1.38,-1.338,-0.442,-0.941,-2.792,-1.842,-0.853,-1.048,-1.367,-1.152,-0.072,-0.66,-0.934,-1.409
guarantee that they will lead career right,385,3,2,0,1,1,0,385,2,2,0,0,1,0,-1.328,-1.568,-1.328,-1.319,-0.12,-0.597,-1.152,-1.741,-1.618,-1.299,-1.443,-1.214,-0.488,-0.807,-1.318,-1.399
that I think like it's just like 2% that Korean,390,3,2,0,1,1,0,390,2,2,0,0,1,0,-1.061,-0.568,-1.074,-0.897,1.152,0.872,0.258,-0.465,-1.381,-1.373,-1.336,-1.287,-0.077,-0.39,-1.481,-1.568
government us proof about the Visa order represent,395,3,2,0,0,0,0,395,2,2,0,0,1,0,-1.272,-1.186,-0.952,-1.348,1.071,0.798,0.315,-1.197,-1.298,-1.33,-1.268,-1.32,-0.083,-0.539,-0.91,-1.363
us but we just still have don't know or just not being currently like,400,3,2,0,0,0,0,400,2,2,0,0,1,0,-0.714,-1.113,-0.781,-1.069,1.853,1.243,0.508,-0.65,-0.966,-1.381,-1.333,-1.339,0.056,-0.697,-0.554,-1.78
it's not clear about your Equity say that also is like if they,405,3,2,0,0,0,0,405,2,2,0,0,1,0,-1.137,-0.713,-1.182,-1.11,2.043,1.372,0.417,-1.252,-0.074,-0.493,-1.013,-0.695,2.157,0.548,2.747,-0.045
do the wrong things what legals illegals or how the government,410,3,2,0,0,0,0,410,2,2,0,0,1,0,-1.359,-1.346,-1.291,-1.258,0.495,0.136,-1.047,-1.756,-1.362,-1.397,-1.097,-1.215,1.264,-0.041,-1.722,-1.714
do how the police do for the refugees something like that so I think,415,3,2,0,0,0,0,415,2,2,0,0,1,0,-1.201,-0.425,-1.282,-1.107,0.847,0.072,-0.701,-0.748,-1.362,-1.417,-1.298,-1.312,0.965,0.31,-1.343,-1.546
is about a life conditions of the Korea is also like they just want to know,420,3,2,0,0,0,0,420,2,2,0,0,1,0,-1.408,-1.225,-1.269,-1.306,-0.104,-0.238,-2.021,-1.695,-1.334,-1.226,-1.164,-1.239,1.266,0.368,-1.501,-1.542
how should they do and how should they can practice,425,3,2,0,0,0,0,425,2,2,0,0,1,0,-0.07,-0.992,-0.708,-0.869,2.16,1.284,-0.662,-0.207,-1.461,-0.984,-1.254,-1.201,1.456,0.727,-0.226,-0.669
your daily with Lexa T is like it's not it's not if they're not clear for an hour so,430,2,2,0,0,0,0,430,2,2,0,0,1,0,-1.073,-0.358,-0.717,-1.143,1.163,2.592,0.507,-0.756,-1.55,-1.41,-1.392,-1.347,-0.225,0.152,-1.357,-1.823
it's like I think they just want to know,435,2,2,0,0,0,0,435,2,2,0,0,1,0,-0.837,-0.416,-0.69,-1.071,3.498,1.939,1.018,0.41,-1.07,-0.961,-1.06,-1.1,1.137,0.388,-0.582,-1.779
about the things that can guarantee their life this is what I want,440,2,2,0,0,0,0,440,2,2,0,0,1,0,-1.339,-1.157,-0.934,-1.272,0.265,0.315,-1.197,-1.722,-1.628,-1.397,-1.497,-1.373,-0.19,-0.857,-1.553,-1.886
to say so if it's for my opinion are go men,445,3,2,0,0,0,0,445,2,2,1,0,1,0,-0.825,0.747,-0.998,-1.007,2.189,3.144,0.249,0.817,-1.007,-1.252,-1.318,-1.196,0.183,-0.57,-1.239,-1.741
can explain in this question and I think like all Korean maybe,450,2,2,0,0,0,0,450,2,3,1,0,1,0,-1.388,-1.082,-1.409,-1.285,-0.039,-0.326,-0.153,-1.513,-1.581,-1.62,-1.502,-1.426,-0.017,-0.199,-2.422,-1.933
raise the question I think it will be good things,455,3,2,0,0,0,0,455,2,3,1,0,1,0,-0.993,-1.497,-1.145,-1.161,0.054,0.221,-1.238,-1.717,-1.506,-1.458,-1.308,-1.321,0.836,0.265,-2.797,-1.94
it's like now it's not but in the future is maybe can,460,2,2,0,0,0,0,460,2,3,1,0,1,0,-1.091,-1.426,-1.264,-0.826,1.121,1.698,0.152,-1.101,-1.432,-1.119,-1.474,-1.399,-0.121,-0.437,-2.325,-1.944
yeah you mean that how to guarantee the yeah,465,2,2,0,0,0,0,465,2,3,1,0,1,0,-1.124,-0.638,-1.141,-1.064,0.522,0.211,-0.999,-0.894,-1.497,-1.275,-1.344,-1.373,0.023,-0.054,-1.612,-1.682
is like is the big question for our Korean,470,2,2,0,0,0,0,470,2,3,1,0,1,0,-1.448,-1.467,-1.336,-1.268,-0.091,0.692,-2.065,-1.158,-1.452,-1.317,-1.382,-1.379,-0.001,-0.028,-1.945,-1.525
actually the refugee you mean that how to garden theater yeah the big question or Korean actually rigidity under the laws of the Korean,475,3,2,0,0,0,0,475,2,3,0,0,1,0,-1.68,-1.565,-1.599,-1.438,-0.943,-1.123,-2.496,-1.988,-1.39,-1.09,-1.222,-1.23,0.586,0.24,-0.462,-1.571
yeah I think if they do something wrong or cause some clams,480,3,2,0,0,0,0,480,2,3,1,0,1,0,-1.617,-1.099,-1.421,-1.302,-0.27,-0.182,-1.968,-1.143,-1.575,-1.507,-1.254,-1.37,-0.023,0.379,-1.198,-1.814
so they will give penalty or punishment from the law as well so in this case,485,3,2,0,0,0,0,485,2,3,0,0,1,0,-1.627,-1.544,-1.56,-1.393,-0.827,-1.003,-2.371,-1.933,-0.35,-0.919,-1.067,-1.052,1.193,1.118,-0.229,-0.787
I think is not only for a little edgy for everyone that you have,490,2,2,0,0,0,0,490,3,3,1,0,1,0,-1.533,-1.364,-1.329,-1.179,0.024,-0.417,-1.3,-1.705,-1.354,-0.57,-1.105,-1.161,1.306,1.146,-1.34,-1.186
and I'm too and you mean I think that race question because the some Koreans,495,3,2,0,0,0,0,495,3,3,1,0,1,0,0.111,-0.233,-1.077,-0.682,0.158,0.282,0.734,-0.463,-1.184,-1.501,-1.201,-1.211,1.379,0.878,-1.556,-0.768
have Instinct often fear with other cultural or xenophobia that you have received that yeah,500,3,2,0,0,0,0,500,3,3,1,0,1,0,-1.654,-1.597,-1.538,-1.394,-0.847,-0.967,-2.561,-2.011,-1.358,-1.266,-1.134,-1.186,0.118,-0.085,-1.388,-1.736
I think there's some kind of more emotional than rational equations,505,3,2,0,0,0,0,505,3,3,1,0,1,0,-1.268,-1.211,-1.414,-1.13,0.132,-0.108,-1.958,-1.425,-1.314,-0.996,-1.328,-1.252,1.28,0.745,-1.293,0.315
yeah because they are have some fear of you insecure that they are,510,2,2,0,0,0,0,510,3,3,1,0,1,0,-1.533,-1.551,-1.547,-1.254,-0.798,-0.728,-2.288,-1.895,-1.315,-0.817,-1.38,-1.218,1.009,0.799,-1.177,-1.167
happier that never seen something like that paid more than others,515,2,2,0,0,0,0,515,3,3,1,0,1,0,-1.38,-1.425,-1.418,-1.255,0.184,-0.199,-2.042,-1.762,-1.329,-1.406,-1.35,-1.167,0.287,-0.154,-0.338,-1.738
taking refuses can occur the like like a,5,3,1,0,0,1,0,5,2,2,0,0,1,0,-1.572,-1.626,-1.558,-1.436,-0.979,-1.225,-2.436,-1.94,-0.389,-0.192,0.353,-0.706,3.001,6.011,-0.386,-0.545
jobs in Jeju Island that is not because some because Yemen,10,3,1,0,0,1,0,10,2,2,0,0,1,0,-1.473,-1.445,-1.534,-1.283,-0.37,-0.779,-2.249,-1.68,0.209,-0.114,0.276,-0.657,4.558,4.038,-0.935,-0.785
refuse it can supply labor domestic interest in the streets like,15,3,1,0,0,2,0,15,2,2,0,0,1,0,-1.65,-1.623,-1.574,-1.416,-0.971,-1.036,-1.552,-1.972,-0.704,-0.153,0.586,0.235,2.749,1.819,1.356,-0.338
there is a lack of Labor in some industry in Jeju Island by for some dangerous,20,3,1,0,0,2,0,20,2,2,0,0,1,0,-1.32,-1.019,-1.392,-1.361,0.254,-0.73,-0.47,-0.889,-1.503,-1.58,-1.519,-1.379,-1.137,-1.231,0.54,-1.956
job or some taking risk risk were at the concert,25,3,1,0,0,2,0,25,1,2,1,0,1,0,-1.741,-1.622,-1.627,-1.468,-1.056,-1.238,-2.768,-2.059,-0.806,-0.98,-1.176,-0.902,-0.059,-0.104,-0.651,-1.529
Korean people Windows you have Tendencies to avoid dangerous stuff,30,3,1,0,0,2,0,30,2,2,1,0,1,0,-1.672,-1.568,-1.59,-1.401,-1.092,-1.267,-2.929,-1.978,-1.484,-1.411,-0.501,-1.175,0.379,0.701,-0.053,-1.184
dangerous jobs so taking any revisions can can,35,3,1,0,0,2,0,35,2,2,1,0,1,0,-1.701,-1.583,-1.593,-1.454,-0.896,-1.065,-2.434,-2.018,1.179,0.911,-0.03,-0.164,3.196,2.678,-0.655,0.425
help to help to supply labor for that,40,3,2,0,0,2,0,40,1,2,1,0,1,0,-1.434,-1.309,-1.443,-1.156,-0.492,-0.696,-1.812,-1.322,-1.523,-1.482,-1.421,-1.294,-1.125,-1.008,-0.91,-1.891
dangerous Industries and also Korean this is,45,3,2,0,0,2,0,45,2,2,1,0,1,0,-1.359,-1.208,-1.507,-1.318,-0.27,-0.596,-1.034,-1.443,-1.405,-1.339,-1.315,-1.118,-0.414,-0.773,-1.628,-1.554
Korean people need for did you have humanitarian,50,3,2,0,0,1,0,50,1,2,1,0,1,0,-1.567,-1.387,-1.573,-1.344,-0.423,-0.541,-1.835,-1.782,-0.172,-0.353,-0.369,-0.821,-0.894,-0.641,-0.069,-1.156
attitude young too my reduces because yema refuses,55,3,1,0,0,2,0,55,1,2,1,0,1,0,-1.255,-1.145,-1.25,-1.275,0.136,-0.262,-0.872,-1.361,-0.652,-0.735,-0.571,-0.704,0.472,1.555,1.643,-1.243
surgeon into Korea Korea to Syria situation not for seeking a job but sticking,60,3,2,0,0,1,0,60,1,2,1,0,1,0,-1.367,-1.227,-1.507,-1.21,-0.055,0.136,-1.55,-1.377,-0.805,-1.017,-0.774,-0.984,1.662,2.193,0.319,-1.033
for taking their life,65,3,2,0,0,1,0,65,2,2,1,0,1,0,-0.508,-0.399,-0.329,-1.065,1.844,2.586,-1.069,-1.348,-1.259,-1.231,-1.25,-1.117,-0.214,-0.577,-1.099,-1.805
in history while Korea was under Japanese Rule and,70,3,2,0,0,1,0,70,1,2,1,0,1,0,2.448,2.728,3.13,-0.275,1.82,1.702,-0.632,-0.217,-1.277,-1.108,-0.959,-0.923,0.349,2.454,-2.176,-1.695
provisional government what's that up in Shanghai Korean ancestors were,75,3,2,0,0,1,0,75,1,2,1,0,1,0,-0.931,-1.164,-0.907,-0.898,0.749,0.638,1.326,-0.459,1.091,2.212,0.449,-0.559,14.368,6.87,0.268,-0.857
also political with this is also Koreans are not away from,80,3,2,0,0,1,0,80,1,2,1,0,1,0,-1.436,-1.079,-1.355,-1.115,-0.476,-0.79,-1.995,-1.335,-1.278,-1.175,-1.227,-0.684,-0.423,-0.348,-0.769,-1.837
this issue after green were there were a lot of Korean burger,85,3,2,0,0,1,0,85,2,2,1,0,1,0,-1.319,-1.343,-1.329,-1.298,-0.67,-0.584,0.097,-1.648,-0.983,-1.151,-1.116,-0.994,-0.675,-0.345,-0.518,-1.45
places like Yemen so this could happen to us too so there,90,3,2,0,0,1,0,90,1,2,1,0,1,0,-0.784,-1.253,-1.385,-1.027,-0.088,0.71,-1.334,-1.035,-0.883,-0.547,-1.104,-0.867,-0.481,-0.277,0.911,-1.231
with some humanitarian attitude for decision,95,3,2,0,0,1,0,95,1,2,1,0,1,0,-1.363,-1.413,-1.395,-1.218,-0.484,-0.63,-0.579,-1.549,2.887,2.792,0.779,1.68,1.374,0.434,-1.149,-1.259
this,100,2,2,0,0,1,0,100,1,2,1,0,0,0,-1.324,-1.357,-1.433,-1.277,-0.217,-0.618,-0.807,-1.606,-1.752,-1.642,-1.585,-1.464,-1.138,-1.328,-2.71,-2.104
is our only taking heart drops,105,2,2,0,0,1,0,105,2,2,1,0,0,0,-1.487,-1.357,-1.485,-1.285,-0.504,-0.702,-1.468,-1.426,-1.304,-1.132,-1.26,-1.307,-0.304,-0.744,-2.287,-1.745
which Koreans don't want to take but,110,2,2,1,0,0,0,110,1,2,1,0,0,0,-1.067,-1.2,-1.179,-0.998,0.316,-0.27,-1.053,-1.149,-1.414,-1.375,-1.205,-1.347,-0.587,-0.861,-1.929,-1.523
as you know or young people there is very high unemployment rate,115,3,2,1,0,0,0,115,1,2,1,0,0,0,-1.475,-1.407,-1.454,-1.351,-0.244,-0.639,-0.038,-1.64,-1.494,-1.459,-1.34,-1.4,-0.612,-0.555,-2.838,-1.991
and even though they take only the hard jobs,120,2,2,1,0,0,0,120,2,2,1,0,1,0,-1.254,-1.029,-1.258,-1.199,-0.187,0.064,-1.408,-1.295,-1.5,-1.336,-1.346,-1.359,-0.674,-0.777,-2.437,-1.79
young people can feel the other risk,125,2,2,0,0,0,0,125,3,2,1,0,2,0,-0.64,-1.032,-0.732,-0.902,1.054,1.094,-1.55,-1.229,-1.322,-0.819,-1.221,-1.227,0.751,-0.847,-1.282,-1.072
and the problem is that we cannot,130,2,2,0,0,0,0,130,3,2,1,0,2,0,-1.402,-0.736,-1.135,-1.074,0.584,0.187,-1.005,-1.646,-1.697,-1.562,-1.261,-1.414,-0.571,-1.011,-2.538,-1.969
tell which one is the fake Refugee and in early 2015,135,1,2,0,0,0,0,135,3,2,1,0,2,0,-1.276,-1.008,-1.071,-1.01,0.84,0.136,-0.825,-1.175,-1.498,-1.435,-1.302,-1.386,-0.529,-0.979,-2.979,-2.06
some big refugees went to Europe to take jobs and,140,2,2,0,0,0,0,140,2,2,1,0,2,0,-1.257,-0.574,-1.351,-1.027,0.524,-0.45,-0.422,-0.849,-0.814,-0.615,-0.986,-1.158,1.49,-0.003,-0.918,-1.23
there are also rumors that the refugees are refusing,145,2,2,0,0,0,0,145,3,2,1,0,2,0,-1.684,-1.557,-1.593,-1.45,-0.797,-1.124,-2.728,-2.041,1.293,0.251,0.451,1.493,6.011,4.134,-0.578,0.125
to take hard jobs in the Dryland and they also complained about their,150,2,2,0,0,0,0,150,3,2,1,0,2,0,-1.57,-1.511,-1.534,-1.378,0.261,-0.557,-2.708,-1.966,-0.41,-0.102,-0.554,-0.595,0.185,2.529,0.91,-0.02
salary so this this means that they are not really,155,2,2,0,0,1,0,155,2,2,1,0,2,0,-1.339,-0.816,-1.142,-1.21,0.628,-0.033,-1.069,-1.214,-0.493,-0.052,-0.456,-0.432,2.078,4.172,-0.216,-0.575
real refugees which like like their place to live and,160,2,2,0,0,1,0,160,2,2,1,0,2,0,-1.615,-1.369,-1.435,-1.376,-0.547,-0.807,-1.083,-1.801,-0.475,0.612,-0.559,-0.975,1.797,0.917,-1.553,-0.45
most of the refugees that come to Korea are,165,2,2,0,0,0,0,165,2,1,0,0,2,0,-1.638,-1.366,-1.367,-1.32,-0.294,-0.663,-1.798,-1.819,0.404,-0.67,-0.842,-0.276,9.317,5.057,1.133,-1.525
very young and strong male refugees and,170,1,2,0,0,0,0,170,2,1,0,0,2,0,-0.529,-0.898,-1.229,-0.992,0.608,0.093,-0.01,-0.54,-1.319,-1.408,0.221,-0.017,0.859,0.458,-2.263,-1.544
they are very real threat to safety of women in Korea because,175,1,2,0,0,0,0,175,2,1,0,0,2,0,-1.624,-1.425,-1.499,-1.402,-0.808,-1.02,-2.589,-1.527,-0.748,0.472,-0.335,-0.93,-0.056,0.56,0.889,-1.097
Islam culture the,180,1,2,0,0,0,0,180,2,1,0,0,2,0,-1.428,-1.361,-1.439,-1.316,-0.37,-1.028,-2.307,-1.667,2.875,-0.126,0.432,-0.13,4.404,5.617,0.694,-0.118
women right in his own culture is very bad and there,185,1,2,0,0,0,0,185,2,1,0,0,2,0,-1.691,-1.669,-1.625,-1.439,-1.151,-1.335,-2.83,-2.025,-1.326,-0.84,-1.184,-1.241,-0.003,-0.175,-1.359,-1.467
are real cases that they are refugees with,190,2,2,0,0,0,0,190,2,1,0,0,2,0,-1.625,-1.547,-1.566,-1.401,-0.878,-1.116,-2.096,-1.845,-1.212,-0.9,-0.833,-1.141,-0.105,0.382,-1.186,-1.537
a lot of women in Europe so for the safety of,195,2,2,0,0,0,0,195,2,2,0,0,2,0,-1.649,-1.537,-1.528,-1.425,-0.83,-1.25,-2.637,-1.983,1.169,-0.073,0.686,0.984,5.141,4.563,-0.445,-1.027
of Korean people the refugees should be kind,200,2,2,0,0,0,0,200,2,2,0,0,2,0,-1.725,-1.664,-1.624,-1.47,-1.115,-1.233,-2.948,-2.085,-1.728,-1.644,-1.641,-1.475,-1.199,-1.343,-2.171,-2.054
I just said is TRUE that,205,2,2,0,0,0,0,205,2,2,0,0,2,0,-1.745,-1.655,-1.652,-1.472,-1.17,-1.361,-2.93,-2.042,-1.605,-1.533,-1.512,-1.32,-0.922,-0.882,-2.295,-1.962
I was already busy made very critical issues like real,210,1,2,0,0,0,0,210,2,1,0,0,2,0,-1.652,-1.512,-1.599,-1.413,-1.105,-1.252,-2.054,-1.726,-1.269,-1.252,-0.877,-1.2,0.007,-0.329,-0.518,-1.182
things in your rug but it does mean it hasn't occurred in Korea,215,1,2,0,0,0,0,215,2,1,0,0,2,0,-1.722,-1.607,-1.583,-1.414,-1.038,-1.252,-2.627,-2.026,-0.545,-0.206,-0.466,-0.777,7.047,0.202,-0.542,-0.695
and and also use that and also you start that,220,1,2,0,0,0,0,220,2,1,0,0,2,0,-1.368,-0.937,-1.392,-1.077,0.697,0.346,-1.712,-1.232,-1.506,-1.581,-1.394,-1.28,-0.532,-0.724,-2.094,-1.73
only young only unveiled if there's has come to Korea but,225,2,2,0,0,0,0,225,2,2,0,0,2,0,-1.6,-1.569,-1.595,-1.415,-0.703,-1.129,-2.52,-1.949,-0.834,-0.974,-0.471,-0.767,2.094,0.398,-0.698,-0.247
